tweet	Jurisdiction	Jurisdiction - State	Jurisdiction - County	Jurisdiction - Federal	Equipment	Equipment - Machines	Equipment - Ballots	Processes	Processes - Vote Counting	Claim of Fraud	Claim of Fraud - Corruption	Claim of Fraud - Illegal Voting
Gigantic Voter Fraud:  200,000 ballots mailed to inactive voters who no longer live there. Ex-Nevada AG describes ballots 'piled up in apartments and trash cans and in hallways' due to mail-in voting. Absentees accepted without proper signatures. https://t.co/yvRnZcwV9l #FoxNews	1	0	1	0	0	0	0	1	0	1	0	0
@scrowder Hard to say with all that is happening in Pennsylvania. The length of time mail in ballots can be late and no signature really  smack of voter fraud in action.	0	0	0	0	0	0	0	0	0	0	0	0
This is crazy! PA we have to get out &amp; vote big! PA is a state known for voter fraud! https://t.co/w003HKZGZW	1	1	0	0	0	0	0	0	0	0	0	0
@DaTechGuyblog @TomCottonAR @SenTedCruz @LindseyGrahamSC @POTUS @realDonaldTrump He will be fighting alone because not one Republican will stand with him if he loses via voter fraud. You can count on it.	0	0	0	0	0	0	0	0	0	0	0	0
President Trump has arrived in Florida to cast his early votehttps://t.co/viXCTTgGLh Didn’t he vote #absenteeballots from whitehouse #LockHimUp for voter fraud	0	0	0	0	0	0	0	1	0	1	0	0
"Voter turnout is constant, we have more, therefore there must be fraud""... That is one take I was not expectingMy mom and I talked to the poll workers, they told us that they were having to stay long after polls close. That usually only happens on election night. https://t.co/a9Ineg4vo7"	0	0	0	0	0	0	0	0	0	0	0	0
@LisaMarieBoothe and voter fraud since once you open a ballot envelope, you can destroy the envelope	0	0	0	0	0	0	0	0	0	1	0	0
FRAUD!  Desperate unprecedented new rules for voting in PA.  This has NOTHING to do with COVID.  It has EVERYTHING to do with cheating.  Democrats destroyed our way of voting.  This is a tragedy for this great country.💔If Biden win our privilege to vote will be changed forever. https://t.co/dilDwqFJlR	0	0	0	0	0	0	0	0	0	0	0	0
@ravigahlla @Alyssa_Milano which is illegal thank you!!!!  you just admitted to voter fraud 👍	0	0	0	0	0	0	0	0	0	0	0	0
@wsvn While @wsvn refuses to report fraud South Floridians had their fill of statistical anomalies over the years in Broward &amp; Palm Beach County Elections Texas Poll Watcher Testifies On 2020 Voter Fraud In Houston, Has PHOTOS via @nationalfile https://t.co/XkIB7oS2MA	1	0	1	0	0	0	0	1	0	0	0	0
@Timcast Here's a thing: we were getting bombarded with tales of dumped/lost/incorrectly printed ballots. Warnings of massive voter fraud, etc. I have always voted in-person ON Election Day and will do so again this year, and all I know are voting IN PERSON on Election Day.	0	0	0	0	1	0	0	0	0	1	0	0
@scrowder I voted yes, but I honestly don’t know between voter fraud and the extremely biased media. All I know is a vote for Biden is a vote against this country‘s interest, long-term &amp; for many generations to come	0	0	0	0	0	0	0	0	0	0	0	0
Throngs of Trump supporters wherever he shows up. It’s gonna take a lotta voter fraud to counter his support. But, I’m sure the Dems will be in overdrive.	0	0	0	0	0	0	0	0	0	0	0	0
Pa․ Supreme Court says mail-in ballots will count even if signatures don't match https://t.co/ajjZDF3ZTj via @washtimesWhat could possibly go wrong?#VoteIntegrity#VoterFraud There must be nationwide standards in place for to protect the integrity and validity of the ballot!	0	0	0	0	0	0	0	1	1	1	0	0
Well Mr. Speaker @RepBryanCutler what else do you need?? Maine Court UPHOLDS Maine's General Assembly and their POWER to dictate when ballots are counted....Get on it boy. I'm beginning to think maybe you're a RINO.Penn needs a MAN to stand up to Voter Fraud.@catturd2	1	1	0	0	0	0	0	1	1	1	1	0
@NBCNews You mean “make it easier to commit voter fraud” there I fixed it for you.  I wish NBC would get back to doing journalism.  It’s really sad that they are now on the side of a state saying they won’t “validate signatures” or require an id to vote. #LiberalismIsAMentalDisease	0	0	0	0	0	0	0	0	0	0	0	0
@TheHBICYouNeed Nevada voter fraud. They changed voting rules in the middle of the night on the weekend. Now they are throwing away signatures to to votes and claim once this is done it cannot be changed. They also are not allowing their system to be viewed. Nevada isn’t a “swing state” but...	1	1	0	0	0	0	0	1	1	0	0	0
@patton6966 Hi Mark, you need to pray for the state of Pennsylvania for that’s the State  they are trying to steal by voter fraud and other crooked schemes. Even the Supreme Court made a weird decision in their favor.	0	0	0	0	0	0	0	0	0	0	0	0
"@RealJamesWoods They only need to flip a few swing states through massive mail in voter fraud. Look at PA. Not only will they accept ballots up to 3 days late with no postmark, but now the sigs don't have to match. Urban centers are being funded by Zuck &amp; his wife to ""get out the vote""."	1	1	0	0	0	0	0	0	0	1	0	1
@MichaelCoudrey 1) foreign money2) empty promises3) distracted voters4) voter fraud	0	0	0	0	0	0	0	0	0	0	0	0
How to report voter fraud – please RT thishttps://t.co/xfXHDVjZek https://t.co/kAg6qzvUKB	0	0	0	0	0	0	0	0	0	0	0	0
@KMCRadio Do you include in any of your data for your models room for voter fraud and ballot harvesting by the Democrats?	0	0	0	0	0	0	0	1	1	0	0	0
If voter fraud isn’t a deciding factor, at this point I don’t know of one state Joe Biden is capable of winning.	0	0	0	0	0	0	0	0	0	0	0	0
@Shiningtheligh1 @realDonaldTrump I’m seeing many homes in &amp; around where I live proudly displaying #Trump2020 flags. Biden/Harris signs practically non-existent. That’s a very good sign. Huge rally crowds is proof that Americans will reinstate Pres Trump in the WH. Only way he can lose is via voter fraud🙏🇺🇸🇮🇹	0	0	0	0	0	0	0	0	0	0	0	0
@lioness_momma Oh yeah, they would all want Biden in office so the United States would be a weak globalist country. Trump will win despite Soros more than doubling what he spent in 2016 foreign interference and voter fraud!	0	0	0	0	0	0	0	0	0	0	0	0
@Timcast It’s not a democracy it is a constitutional republic. A democracy is two wolves and a sheep deciding what’s for dinner. In terms of “voter suppression” I see the democrats push for mail in ballots as much more problematic to our republic. It is just inviting massive fraud. 🇺🇸T 🇺🇸	1	0	0	1	0	0	0	0	0	0	0	0
@Mar_maemae @Laurie_Garrett Pelosi holds relief hostage to get massive Democrat spending, legalized voter fraud, and misrun Dem states and cities bailouts, as she did the first round, yet it is Trumps deficits. Lol!	1	1	0	0	0	0	0	0	0	0	0	0
@jonahjonas7 Nevada is not really making sure signatures match on any ballots = democrat-party voter fraudImprison democrat-party criminals!!!https://t.co/1j2Gyr5Y7K	1	1	0	0	0	0	0	1	1	1	0	0
@VP @WhiteHouse @MarkMeadows @TheJusticeDept AG-Barr @FBI feckless-criminal-wray @LindseyGrahamSC@senatemajldr @GOPLeaderNevada is not really making sure signatures match on any ballots = democrat-party voter fraudImprison democrat-party criminals!!!https://t.co/1j2Gyr5Y7K https://t.co/dx1LRNFtSt	1	0	0	1	0	0	0	0	0	1	0	0
TheDems have broken every law on the books. Voter fraudIs active. Soros rigged machines. Our Country is at stakeLet us unify and vote to save it. I don’t want a crook in the WH!	1	0	0	1	1	0	0	1	1	1	1	0
"@jimcraner @Versati51739827 @nedaamani @AlexBerenson You can pick text from any article to support any position. Like claiming that because a state found no fraud, there is no voter fraud, and ignoring the CBS reporter who quickly and easily found hundreds of dead voters.  But ""no fraud"" right ? https://t.co/i3UHeZR0u9"	1	0	1	0	0	0	0	1	0	1	1	1
@ScottPresler Floridian here... I’m voting in person for @realDonaldTrump 🇺🇸🇺🇸 I usually vote by absentee ballot, but with all voter fraud warnings, my husband and I will vote in person next week 🇺🇸🇺🇸🇺🇸#VoteLikeYourLifeDependsOnIt #Trump2020Landslide	1	1	0	0	0	0	0	1	1	0	0	0
And Somalian voter fraud and ballot harvesting! MSM says Nothing! Shameless #IlhanOmarBallotHarvesting still out there! Requirement to be Dem politician = Shameless https://t.co/FGMAVX77vU	1	0	0	1	0	0	0	1	0	1	1	0
And as a Pennsylvania voter do not have any verification on the new mail-in ballot fraud that we're about to see. Rumors have it there are cases of a ballot sitting in Philadelphia. We know what we've seen from Philadelphia. Fraud in elections. We're going to supreme Court https://t.co/YFAoj2WWlD https://t.co/jK420ZidFR	1	1	0	0	1	0	0	0	0	1	0	0
@MaryStewart01 @realDonaldTrump @DHSgov @DonaldJTrumpJr You are right - it's criminal that this voter fraud is allowed to continue year after year. It takes away the vote from everyone else in the state. I was glad to hear the President specifically call out the shenanigans in Philly last night.	0	0	0	0	0	0	0	0	0	0	0	0
BREAKING ...Voter fraud in Texas! 😡@SavannahGuthrie told Trump during the NBC townhall that ballot vote fraud does not exist.Please read Savannah.👇 https://t.co/9xcT6zTWgs	1	1	0	0	0	0	0	0	0	1	0	0
@k9_bad I was traveling by car through nine states last month, from NY to Utah. These things are everywhere. Only super massive, unprecedented voter fraud can give Biden a win. Without it Trump will get 45 states, at least.	1	1	0	0	0	0	0	0	0	1	0	0
@IlhanMN When you have people tied to your campaign being investigated for voter fraud and illegal ballot harvesting, yes you are.	0	0	0	0	1	1	0	0	0	0	0	0
@RealJamesWoods I understand what you’re saying. Personally think this will be record turn out in the history of America for @realDonaldTrump. My question is how do we combat voter fraud, flipping machines, Trump votes already thrown away? https://t.co/PBfm5Tx38V	0	0	0	0	0	0	0	0	0	1	1	0
@Dave41Patriot @Ben40961954 @RobertCahaly @Peoples_Pundit @trafalgar_group That’s why PA is doing everything to help with voter fraud.  Need people all over the polling stations on the look out	1	1	0	0	0	0	0	1	1	0	0	0
"The Democrats are using Voter FRAUD to try to STEAL this election!The Republican campaign is trying to fight these ""laws"" all across the country.  That's NOT even accounting for ballot harvesting that is completely LEGAL  in several states. #VoterFraud https://t.co/8MnDsNTyml"	0	0	0	0	0	0	0	0	0	1	1	1
@lissasno1fan @MarthaW19860146 @kybetra @KatTheWonk @Katheri73214366 @club_ed8 @10903 @MagaRosco @garyelam11 @Lucy2300090 @darville_bandit @RockwaterReport @PigPen82849873 @Torrid_Zone @Grandbulldoggie @daveycrokett @cspanwj @realDonaldTrump @VP @PressSec @FLOTUS @ranchdancer @_SilentMaj0rity @WizarDave @writergary @WhiteHouse @SteveScully @PLEchevarria @jessejholland @cspan @DNC @JoeBiden @marklevinshow @RudyGiuliani @TheDemocrats @nypost @jack @Twitter @tedcruz @HawleyMO @yoyoel @DrRichBesser @SpeakerPelosi @FBI @BrandonStraka Almost as bad as in California @American_hero, Nevada accepting #EarlyVoting ballots with signatures that don't match filing documentation. States where @DNC use #VoterFraud, it is all headed to #SCOTUS to put an end to the Dem cheating👇Have a nice day🌞https://t.co/zbXdvnnWNe	1	1	0	0	1	0	1	0	0	1	0	1
I don’t know how I got on this channel but hmmmm signatures don’t have to match for voting 🤔 in PA. Weird. Mass mailers spammed ballots. What could go wrong? #voterFRAUD https://t.co/FD2bmejH3M	1	1	0	0	1	0	1	0	0	0	0	0
@SammiHiam @Breaking911 Than vote in person or have the election office to verify your ballot. If not it will be massive voter fraud.... And not the first time. https://t.co/XZu1B8RLx8	0	0	0	0	1	1	0	0	0	1	1	0
Great! I'm still worried about voter fraud though. Not counting any chickens yet. https://t.co/sPQswIjRBl	0	0	0	0	0	0	0	0	0	1	0	0
@3days3nights @HoldConnecticut Where do you get your facts from? Why do you say less than 3% voter fraud in 2020? I’m not attacking you. I’m genuinely curious and praying you are right.	0	0	0	0	0	0	0	0	0	1	0	1
@TheDemocrats @basmith1029 Why So you can count your votes then add to them? We all know ya all plan on stealing the election with voter fraud . The American people will challenge it IF you win because it definitely would be FRAUD. American People WILL PROVE IT. @POTUS @realDonaldTrump Best President ever!	0	0	0	0	0	0	0	1	1	1	0	1
@RealJamesWoods I voted the other day in person &amp; an elderly gentleman walked up with his mail in ballot &amp; wanted to know what to do with it since he voted early and in person. He handed it to the people at the desk but who knows what they did with it. There’s too much potential for voter fraud	0	0	0	0	1	0	1	0	0	0	0	0
@amyklobuchar So all that voter fraud paid off in previous years Amy you know ballot harvesting remember the trunk load of ballots not going to happen this year your winning streak is over	0	0	0	0	0	0	0	0	0	1	0	0
@GOP @GOPChairwoman @realDonaldTrump Whats going on in PA. They can count ballots for a week after the election and now they say signatures don't have to match!! Its obvious to me that the fix is in! DO SOMETHING! THIS IS A PRESIDENTIAL ELECTION!! VOTER FRAUD! TARGETING PA.!	1	1	0	0	0	0	0	1	1	1	1	0
@WNEP #DemocratsAreCorrupt #VoterFraudIsACrime  Voter Fraud is a Federal Crime! @SCOTUSblog @scotusreporter @realDonaldTrump  Please stop PA Voter Fraud! Why do Democrats need to cheat? This is treason!	1	1	0	0	0	0	0	0	0	0	0	0
@blcartwright @M20Shel @timelywriter @AP Voter fraud in Pennsylvania is going to be terrible this election ...Lord have mercy on you evil despicable people that’s supposed to run this state by the constitution!!	1	1	0	0	1	1	0	0	0	1	0	0
@mattklewis Outdated, skewed polling methods produce skewed results.Trafalgar Group keeps getting it right. The Dems know it.That's why they're using #AlinskyRules to create chaos, fear, financial crisis via lockdowns and voter fraud.It's the only way to beat the #SilentMajority	0	0	0	0	1	0	0	1	0	0	0	0
@RealJamesWoods Voter fraud.  The D’s have cleverly and diabolically managed to change the way we vote and made it even easier for them to steal this election.  If Trump loses, the R’s only have themselves to blame for not fighting like hell against this corruption.	0	0	0	0	1	0	0	1	1	1	0	1
